,4G_RRC_SETUP_FAILURES_OVERALL,4G_4G2G_CSFB_ATT,4G_4G2G_CSFB_SHARE,4G_4G2G_OUT_HO_ATT_SRVCC,4G_4G2G_OUT_HO_FAILURES_SRVCC,4G_4G2G_OUT_HO_SUCC_RATE_SRVCC,4G_4G2G_OUT_HO_SUCC_SRVCC,4G_4G2G_SRVCC_SHARE,4G_4G3G_CSFB_ATT,4G_4G3G_CSFB_SHARE,4G_4G3G_OUT_HO_ATT_SRVCC,4G_4G3G_OUT_HO_FAILURES_SRVCC,4G_4G3G_OUT_HO_SUCC_RATE_SRVCC,4G_4G3G_OUT_HO_SUCC_SRVCC,4G_4G3G_SRVCC_SHARE,4G_4G4G_OUT_HO_ATT_OVERALL,4G_4G4G_OUT_HO_ATT_VOICE,4G_4G4G_OUT_HO_FAILURES_OVERALL,4G_4G4G_OUT_HO_FAILURES_VOICE,4G_4G4G_OUT_HO_SUCC_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_VOICE,LTE_Avg_Cell_Throughput_DL_Mbps_LTE_1,LTE_Avg_Cell_Throughput_UL_Mbps_LTE_1,LTE_ERAB_Accessibility_Ratio_LTE_1,LTE_ERAB_Drop_per_GByte_LTE_1,LTE_ERAB_Drop_Ratio_LTE_1,LTE_Nbr_of_Cells_LTE_1,LTE_Traffic_Volume_DL_GBytes_LTE_1,LTE_Traffic_Volume_UL_GBytes_LTE_1,4G_Cell_Availability,4G_TRAFFIC_VOLUME_DL_OVERALL,4G_TRAFFIC_VOLUME_OVERALL,4G_TRAFFIC_VOLUME_UL_OVERALL,4G_HO_SRVCC_SUCCESSES,4G_BPCR_OVERALL_RRC_SUCC_MV_LN,4G_BPCR_OVERALL_RRC_ATT_MV_LN,4G_BPCR_OVERALL_eRAB_SUCC_MV_LN,4G_BPCR_OVERALL_eRAB_ATT_MV_LN,4G_Active_Users_Avg_BH_GL,4G_DL_PRB_Utilisation_GL,4G_AVERAGE_ACTIVE_USERS,4G_OUT_HO_ATT_SRVCC_OVERALL,4G_OUT_HO_SRVCC_FAILURES_OVERALL,4G_OUT_HO_SUCC_RATE_SRVCC_OVERALL,4G_OUT_HO_SUCC_SRVCC_OVERALL,4G_BPCR_DATA,4G_BPCR_VOICE,4G_DPCR_DATA,4G_DPCR_VOICE,4G_TRAFFIC_VOLUME_DL_DATA_NOK,4G_TRAFFIC_VOLUME_UL_DATA_NOK,4G_TRAFFIC_VOLUME_VOICE_NOK,4G_DL_MAX_THROUGHPUT_NOK,4G_UL_MAX_THROUGHPUT_NOK,4G_HO_ATTEMPTS,4G_HO_ATTEMPTS_NOK,4G_HO_FAILURES,4G_HO_SRVCC_ATTEMPTS,4G_HO_SRVCC_ATTEMPTS_NOK,4G_RRC_SETUP_ATTEMPTS_OVERALL,4G_RRC_SETUP_SUCCESSES_OVERALL,4G_ERAB_DROPS_DATA,4G_ERAB_DROPS_VOICE,4G_ERAB_SEIZURES_DATA,4G_ERAB_SEIZURES_VOICE,4G_ERAB_SETUP_ATTEMPTS_DATA,4G_ERAB_SETUP_ATTEMPTS_VOICE,4G_ERAB_SETUP_SUCCESSES_DATA,4G_ERAB_SETUP_SUCCESSES_VOICE,4G_BPCR_OVERALL_NOK,4G_BROADBAND_ACTIVE_USERS_Hour_new,4G_CELL_AVAILABLE_SECONDS,4G_CELL_PLANNED_AVAILABLE_SECONDS,4G_CELL_UNAVAILABLE_SECONDS,4G_DPCR_OVERALL,4G_ERAB_DROPS_OVERALL,4G_ERAB_SEIZURES_OVERALL,4G_ERAB_SETUP_ATTEMPTS_OVERALL,4G_ERAB_SETUP_FAILURES_DATA,4G_ERAB_SETUP_FAILURES_OVERALL,4G_ERAB_SETUP_FAILURES_VOICE,4G_ERAB_SETUP_SUCCESS_RATE_DATA,4G_ERAB_SETUP_SUCCESS_RATE_OVERALL,4G_ERAB_SETUP_SUCCESS_RATE_VOICE,4G_ERAB_SETUP_SUCCESSES_OVERALL,4G_IMS_SIG_ATTEMPTS,4G_IMS_SIG_FAILURES,4G_IMS_SIG_SUCCESS_RATE,4G_IMS_SIG_SUCCESSES,4G_MIMO_SPATIAL_MUX_SHARE,4G_RRC_SETUP_SUCCESS_RATE_OVERALL,4G_S1_SETUP_ATTEMPTS_OVERALL,4G_S1_SETUP_FAILURES_OVERALL,4G_S1_SETUP_SUCC_RATE_OVERALL,4G_S1_SETUP_SUCCESSES_OVERALL,NE_STATE,eCell.OMC_Name,OMC_NAME
101320009H3,0,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,173,3,0,0,173,100.00%,100.00%,9.635 Mbps,0.823 Mbps,0,0.00 Drop/Gbyte,0.00%,1,4.3366 GBytes,0.3451 GBytes,100.00%,4,4.38,0,0,4121,4121,6259,6259,0,16.00%,29,0,0,0,0,0.00%,0.00%,0.00%,0.00%,4.04,0.35,1.52 E,189.5,16.8,173,173,0,0,0,4121,4121,0,0,6473,18,3837,18,3837,18,0.00%,0,3600,3600,0,0.00%,0,6491,6259,0,0,0,100.00%,100.00%,100.00%,6259,2404,0,100.00%,2404,45.96%,100.00%,4121,0,100.00%,4121,Active,0,nokiaLTENordOst1
101320009M1,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,117,17,0,0,117,100.00%,100.00%,4.354 Mbps,0.168 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.9581 GBytes,0.0706 GBytes,100.00%,2,1.89,0,0,1622,1622,2434,2434,0,9.40%,14,0,0,0,0,0.00%,0.00%,0.07%,0.00%,1.82,0.07,2.19 E,98.5,1.8,117,117,0,0,0,1622,1622,2,0,2764,16,1372,11,1372,11,0.00%,0,3600,3600,0,0.07%,2,2780,2434,0,0,0,100.00%,100.00%,100.00%,2434,1051,0,100.00%,1051,37.91%,100.00%,1622,0,100.00%,1622,Active,0,nokiaLTENordOst1
101320009M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,3,0,100,97.09%,100.00%,2.068 Mbps,0.073 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.8199 GBytes,0.0272 GBytes,100.00%,1,0.79,0,0,795,795,1360,1359,0,11.80%,9,0,0,0,0,-0.14%,0.00%,0.13%,0.00%,0.76,0.03,0.29 E,48.7,2.4,103,103,3,0,0,795,795,2,0,1582,2,728,1,729,1,-0.07%,0,3600,3600,0,0.13%,2,1584,1359,-1,-1,0,100.14%,100.07%,100.00%,1360,630,0,100.00%,630,39.43%,100.00%,795,0,100.00%,795,Active,0,nokiaLTENordOst1
101320009M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,0,86,100.00%,100.00%,2.549 Mbps,0.138 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.1236 GBytes,0.0572 GBytes,100.00%,1,1.1,0,0,1607,1607,1855,1855,0,11.90%,11,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.05,0.06,0.69 E,67,16.2,86,86,0,0,0,1607,1607,0,0,2033,3,1045,4,1045,4,0.00%,0,3600,3600,0,0.00%,0,2036,1855,0,0,0,100.00%,100.00%,100.00%,1855,806,0,100.00%,806,40.80%,100.00%,1607,0,100.00%,1607,Active,0,nokiaLTENordOst1
101320010H1,0,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,180,9,1,0,179,99.44%,100.00%,4.556 Mbps,0.244 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.0438 GBytes,0.1022 GBytes,100.00%,2,2.01,0,0,3879,3879,5528,5528,0,14.40%,21,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.9,0.1,0.14 E,65.8,14.3,180,180,1,0,0,3879,3879,0,0,5766,15,3654,17,3654,17,0.00%,0,3600,3600,0,0.00%,0,5781,5528,0,0,0,100.00%,100.00%,100.00%,5528,1857,0,100.00%,1857,57.20%,100.00%,3879,0,100.00%,3879,Active,0,nokiaLTENordOst1
101320010H2,0,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,73,4,0,0,73,100.00%,100.00%,6.942 Mbps,0.391 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.1236 GBytes,0.1643 GBytes,100.00%,3,3.07,0,0,4305,4305,6515,6515,0,11.40%,31,0,0,0,0,0.00%,0.00%,0.03%,0.00%,2.91,0.16,2.14 E,80,5.9,73,73,0,0,0,4305,4305,2,0,6600,8,3861,9,3861,9,0.00%,0,3600,3600,0,0.03%,2,6608,6515,0,0,0,100.00%,100.00%,100.00%,6515,2645,0,100.00%,2645,41.65%,100.00%,4305,0,100.00%,4305,Active,0,nokiaLTENordOst1
101320010H3,0,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,168,6,3,0,165,98.21%,100.00%,29.331 Mbps,0.763 Mbps,0,0.00 Drop/Gbyte,0.00%,1,13.1967 GBytes,0.3198 GBytes,100.00%,12,12.61,0,0,5282,5282,7954,7953,0,44.20%,37,0,0,0,0,0.00%,0.00%,0.12%,0.00%,12.29,0.32,0.55 E,203.6,27,168,168,3,0,0,5282,5282,10,0,8126,7,4915,7,4915,7,-0.01%,0,3600,3600,0,0.12%,10,8133,7953,0,-1,0,100.00%,100.01%,100.00%,7954,3031,-1,100.03%,3032,52.41%,100.00%,5282,0,100.00%,5282,Active,0,nokiaLTENordOst1
101320010M1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1,0,0,138,100.00%,100.00%,7.852 Mbps,0.413 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.5301 GBytes,0.1732 GBytes,100.00%,3,3.46,0,0,2874,2876,4725,4725,0,21.10%,23,0,0,0,0,0.07%,0.07%,0.08%,0.00%,3.29,0.17,1.19 E,107.9,18,138,138,0,0,0,2876,2874,4,0,5009,15,2578,10,2578,10,0.07%,0,3600,3600,0,0.08%,4,5024,4725,0,0,0,100.00%,100.00%,100.00%,4725,2137,0,100.00%,2137,45.96%,99.93%,2874,0,100.00%,2874,Active,0,nokiaLTENordOst1
101320010M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,43,100.00%,100.00%,3.046 Mbps,0.108 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.2767 GBytes,0.0430 GBytes,100.00%,1,1.23,0,0,1247,1247,1942,1942,0,9.00%,8,0,0,0,0,0.00%,0.00%,0.10%,0.00%,1.19,0.04,0.68 E,101.3,2.4,43,43,0,0,0,1247,1247,2,0,2031,4,1091,2,1091,2,0.00%,0,3600,3600,0,0.10%,2,2035,1942,0,0,0,100.00%,100.00%,100.00%,1942,849,0,100.00%,849,22.52%,100.00%,1247,0,100.00%,1247,Active,0,nokiaLTENordOst1
101320010M3,4,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,169,2,2,0,167,98.82%,100.00%,3.878 Mbps,0.336 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.7444 GBytes,0.1408 GBytes,100.00%,2,1.77,0,0,4551,4555,7202,7205,0,30.00%,27,0,0,0,0,0.16%,0.09%,0.03%,0.00%,1.62,0.14,0.55 E,80,11.5,169,169,2,0,0,4555,4551,2,0,7563,2,4016,1,4013,1,0.13%,0,3600,3600,0,0.03%,2,7565,7205,3,3,0,99.93%,99.96%,100.00%,7202,3188,0,100.00%,3188,25.57%,99.91%,4551,0,100.00%,4551,Active,0,nokiaLTENordOst1
101320013M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,100.00%,0,6.595 Mbps,0.138 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.5953 GBytes,0.0515 GBytes,100.00%,2,2.47,0,0,259,259,435,435,0,9.60%,2,0,0,0,0,0.00%,0.00%,0.39%,0.00%,2.42,0.05,0.00 E,36.3,0.9,29,29,0,0,0,259,259,2,0,509,1,248,1,248,1,0.00%,0,3600,3600,0,0.39%,2,510,435,0,0,0,100.00%,100.00%,100.00%,435,186,0,100.00%,186,50.11%,100.00%,259,0,100.00%,259,Active,0,nokiaLTENordOst1
101320013M2,0,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,62,6,0,0,62,100.00%,100.00%,3.152 Mbps,0.135 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.4183 GBytes,0.0568 GBytes,100.00%,1,1.38,0,0,792,792,1233,1233,0,6.90%,9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.32,0.06,0.23 E,95,21.1,62,62,0,0,0,792,792,0,0,1374,5,736,4,736,4,0.00%,0,3600,3600,0,0.00%,0,1379,1233,0,0,0,100.00%,100.00%,100.00%,1233,493,0,100.00%,493,24.79%,100.00%,792,0,100.00%,792,Active,0,nokiaLTENordOst1
101320013M3,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,47,8,0,0,47,100.00%,100.00%,0.437 Mbps,0.062 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.1766 GBytes,0.0236 GBytes,100.00%,0,0.19,0,0,592,592,908,908,0,1.70%,6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.16,0.02,1.36 E,20.8,15.1,47,47,0,0,0,592,592,0,0,1026,2,497,1,497,1,0.00%,0,3600,3600,0,0.00%,0,1028,908,0,0,0,100.00%,100.00%,100.00%,908,410,0,100.00%,410,14.88%,100.00%,592,0,100.00%,592,Active,0,nokiaLTENordOst1
101320014H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,57,100.00%,0,7.611 Mbps,2.504 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.4244 GBytes,1.0496 GBytes,100.00%,3,4.24,1,0,3073,3073,4848,4849,0,12.90%,23,0,0,0,0,0.04%,0.00%,0.00%,0.00%,3.19,1.05,0.04 E,93.3,35.3,57,57,0,0,0,3073,3073,0,0,4934,7,2799,7,2798,7,0.02%,0,3600,3600,0,0.00%,0,4941,4849,1,1,0,99.96%,99.98%,100.00%,4848,2043,0,100.00%,2043,37.56%,100.00%,3073,0,100.00%,3073,Active,0,nokiaLTENordOst1
101320014H2,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,91,0,0,0,91,100.00%,0,1.516 Mbps,0.106 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.6788 GBytes,0.0444 GBytes,100.00%,1,0.68,0,0,1780,1780,2570,2570,0,9.20%,11,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.63,0.04,0.54 E,77.1,2.1,91,91,0,0,0,1780,1780,0,0,2679,4,1394,3,1394,3,0.00%,0,3600,3600,0,0.00%,0,2683,2570,0,0,0,100.00%,100.00%,100.00%,2570,1173,0,100.00%,1173,42.31%,100.00%,1780,0,100.00%,1780,Active,0,nokiaLTENordOst1
101320014H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,373,100.00%,0,7.615 Mbps,0.422 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.4265 GBytes,0.1771 GBytes,100.00%,3,3.37,0,0,3420,3420,4401,4401,0,28.50%,23,0,0,0,0,0.00%,0,0.00%,0,3.19,0.18,0.00 E,64.6,40.7,373,373,0,0,0,3420,3420,0,0,4669,0,2706,0,2706,0,0.00%,0,3600,3600,0,0.00%,0,4669,4401,0,0,0,100.00%,100.00%,0,4401,1695,0,100.00%,1695,48.99%,100.00%,3420,0,100.00%,3420,Active,0,nokiaLTENordOst1
101320014L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,38,100.00%,100.00%,2.948 Mbps,0.107 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.2053 GBytes,0.0407 GBytes,100.00%,1,1.16,0,0,882,882,1460,1460,0,15.60%,8,0,0,0,0,0.00%,0.00%,0.12%,0.00%,1.12,0.04,0.01 E,56.8,1.3,38,38,0,0,0,882,882,2,0,1601,1,765,1,765,1,0.00%,0,3600,3600,0,0.12%,2,1602,1460,0,0,0,100.00%,100.00%,100.00%,1460,694,0,100.00%,694,42.08%,100.00%,882,0,100.00%,882,Active,0,nokiaLTENordOst1
101320014L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,6,0,0,55,100.00%,100.00%,8.727 Mbps,0.416 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.9269 GBytes,0.1746 GBytes,100.00%,4,3.83,0,0,1397,1397,2014,2014,0,36.70%,15,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3.66,0.17,0.43 E,45.1,15.3,55,55,0,0,0,1397,1397,0,0,2179,2,1080,3,1080,3,0.00%,0,3600,3600,0,0.00%,0,2181,2014,0,0,0,100.00%,100.00%,100.00%,2014,931,0,100.00%,931,36.14%,100.00%,1397,0,100.00%,1397,Active,0,nokiaLTENordOst1
101320014L3,5,3,42.86%,0,0,0,0,0.00%,4,57.14%,3,0,100.00%,3,100.00%,292,9,2,0,290,99.32%,100.00%,6.377 Mbps,0.329 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.8692 GBytes,0.1379 GBytes,100.00%,3,2.81,0,3,3592,3597,5475,5479,0,38.20%,26,3,0,100.00%,3,0.20%,0.14%,0.10%,0.00%,2.67,0.14,0.99 E,47.1,6,292,292,2,3,3,3597,3592,6,0,6181,10,3198,4,3196,4,0.21%,0,3600,3600,0,0.10%,6,6191,5479,2,4,0,99.94%,99.93%,100.00%,5475,2277,2,99.91%,2275,24.59%,99.86%,3592,0,100.00%,3592,Active,0,nokiaLTENordOst1
101320014M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,20,100.00%,100.00%,1.349 Mbps,0.194 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2295 GBytes,0.0338 GBytes,100.00%,0,0.25,0,0,481,481,741,741,0,9.50%,2,0,0,0,0,0.00%,0,0.00%,0,0.21,0.03,0.00 E,67.5,1.9,20,20,0,0,0,481,481,0,0,787,0,385,0,385,0,0.00%,0,3600,3600,0,0.00%,0,787,741,0,0,0,100.00%,100.00%,0,741,356,0,100.00%,356,57.80%,100.00%,481,0,100.00%,481,Active,0,nokiaLTENordOst1
101320014M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,56,100.00%,100.00%,2.102 Mbps,0.081 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.9201 GBytes,0.0328 GBytes,100.00%,1,0.89,0,0,1385,1385,1740,1740,0,27.40%,8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.86,0.03,1.41 E,127.2,1,56,56,0,0,0,1385,1385,0,0,1866,7,947,3,947,3,0.00%,0,3600,3600,0,0.00%,0,1873,1740,0,0,0,100.00%,100.00%,100.00%,1740,790,0,100.00%,790,35.22%,100.00%,1385,0,100.00%,1385,Active,0,nokiaLTENordOst1
101320014M3,0,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,313,24,1,0,312,99.68%,100.00%,2.835 Mbps,0.170 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.2423 GBytes,0.0698 GBytes,100.00%,1,1.23,0,0,1658,1658,2415,2415,0,27.00%,11,0,0,0,0,0.00%,0.00%,0.07%,0.00%,1.16,0.07,0.28 E,59.2,5.3,313,313,1,0,0,1658,1658,2,0,3043,4,1467,7,1467,7,0.00%,0,3600,3600,0,0.07%,2,3047,2415,0,0,0,100.00%,100.00%,100.00%,2415,941,0,100.00%,941,24.07%,100.00%,1658,0,100.00%,1658,Active,0,nokiaLTENordOst1
101320015H1,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,170,2,0,0,170,100.00%,100.00%,13.242 Mbps,0.609 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.9582 GBytes,0.2555 GBytes,100.00%,6,5.8,0,0,3456,3456,5727,5727,0,25.60%,32,0,0,0,0,0.00%,0.00%,0.10%,2.78%,5.55,0.26,2.40 E,192.2,39.3,170,170,0,0,0,3456,3456,6,1,5940,36,3057,36,3057,36,0.00%,0,3600,3600,0,0.12%,7,5976,5727,0,0,0,100.00%,100.00%,100.00%,5727,2634,0,100.00%,2634,34.06%,100.00%,3456,0,100.00%,3456,Active,0,nokiaLTENordOst1
101320015H2,0,0,0.00%,0,0,0,0,0,5,100.00%,0,0,0,0,0,252,6,0,0,252,100.00%,100.00%,9.218 Mbps,0.334 Mbps,0,0.00 Drop/Gbyte,0.00%,1,4.1474 GBytes,0.1401 GBytes,100.00%,4,4,0,0,4960,4960,7467,7468,0,24.40%,34,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3.86,0.14,1.30 E,141.6,30.2,252,252,0,0,0,4960,4960,0,0,7786,8,4528,11,4528,11,0.01%,0,3600,3600,0,0.00%,0,7794,7468,0,1,0,100.00%,99.99%,100.00%,7467,2929,1,99.97%,2928,51.46%,100.00%,4960,0,100.00%,4960,Active,0,nokiaLTENordOst1
101320015H3,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,278,6,0,0,278,100.00%,100.00%,5.683 Mbps,0.359 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.5533 GBytes,0.1506 GBytes,100.00%,2,2.53,0,0,4030,4030,6992,6992,0,11.20%,31,0,0,0,0,0.00%,0.00%,0.07%,0.00%,2.38,0.15,0.55 E,100.2,5.7,278,278,0,0,0,4030,4030,5,0,7413,6,4135,7,4135,7,0.00%,0,3600,3600,0,0.07%,5,7419,6992,0,0,0,100.00%,100.00%,100.00%,6992,2850,0,100.00%,2850,39.70%,100.00%,4030,0,100.00%,4030,Active,0,nokiaLTENordOst1
101320015L1,2,0,0.00%,0,0,0,0,0.00%,1,100.00%,4,0,100.00%,4,100.00%,269,13,2,0,267,99.26%,100.00%,11.750 Mbps,0.575 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.2869 GBytes,0.2413 GBytes,100.00%,5,5.17,0,4,4366,4368,7146,7147,0,66.60%,40,4,0,100.00%,4,0.07%,0.05%,0.03%,0.00%,4.92,0.24,2.56 E,74.7,4.2,269,269,2,4,4,4368,4366,2,0,7784,23,3861,19,3860,19,0.06%,0,3600,3600,0,0.03%,2,7807,7147,1,1,0,99.97%,99.99%,100.00%,7146,3267,0,100.00%,3267,24.24%,99.95%,4366,0,100.00%,4366,Active,0,nokiaLTENordOst1
101320015L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,35,100.00%,100.00%,1.020 Mbps,0.056 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.4362 GBytes,0.0222 GBytes,100.00%,0,0.43,0,0,418,418,717,717,0,14.20%,5,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.41,0.02,0.52 E,35.8,1.8,35,35,0,0,0,418,418,0,0,811,2,370,3,370,3,0.00%,0,3600,3600,0,0.00%,0,813,717,0,0,0,100.00%,100.00%,100.00%,717,344,0,100.00%,344,49.90%,100.00%,418,0,100.00%,418,Active,0,nokiaLTENordOst1
101320015L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,2,0,49,96.08%,100.00%,1.833 Mbps,0.219 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.8248 GBytes,0.0919 GBytes,100.00%,1,0.86,0,0,878,878,1502,1504,0,15.60%,12,0,0,0,0,0.12%,0.00%,0.00%,0.00%,0.77,0.09,0.96 E,53.4,3.9,51,51,2,0,0,878,878,0,0,1688,7,805,4,804,4,0.13%,0,3600,3600,0,0.00%,0,1695,1504,1,2,0,99.88%,99.87%,100.00%,1502,695,1,99.86%,694,31.93%,100.00%,878,0,100.00%,878,Active,0,nokiaLTENordOst1
101320015M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,10,0,0,105,100.00%,100.00%,5.729 Mbps,0.365 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.5779 GBytes,0.1530 GBytes,100.00%,2,2.55,0,0,1088,1088,1891,1891,0,27.60%,14,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2.4,0.15,1.08 E,78.1,14.9,105,105,0,0,0,1088,1088,0,0,2075,3,1008,3,1008,3,0.00%,0,3600,3600,0,0.00%,0,2078,1891,0,0,0,100.00%,100.00%,100.00%,1891,880,0,100.00%,880,37.37%,100.00%,1088,0,100.00%,1088,Active,0,nokiaLTENordOst1
101320015M2,0,0,0,0,0,0,0,0.00%,0,0,1,0,100.00%,1,100.00%,57,6,0,0,57,100.00%,100.00%,17.028 Mbps,0.544 Mbps,0,0.00 Drop/Gbyte,0.00%,1,6.1989 GBytes,0.1878 GBytes,100.00%,6,5.96,0,1,644,644,947,947,0,22.20%,5,1,0,100.00%,1,0.00%,0.00%,0.00%,0.00%,5.77,0.19,0.06 E,117.1,26.3,57,57,0,1,1,644,644,0,0,1071,1,580,1,580,1,0.00%,0,3600,3600,0,0.00%,0,1072,947,0,0,0,100.00%,100.00%,100.00%,947,366,0,100.00%,366,68.04%,100.00%,644,0,100.00%,644,Active,0,nokiaLTENordOst1
101320015M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,62,100.00%,100.00%,2.620 Mbps,0.099 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.1784 GBytes,0.0414 GBytes,100.00%,1,1.14,0,0,598,598,1050,1050,0,12.00%,6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.1,0.04,1.31 E,51.1,4.2,62,62,0,0,0,598,598,0,0,1170,9,538,8,538,8,0.00%,0,3600,3600,0,0.00%,0,1179,1050,0,0,0,100.00%,100.00%,100.00%,1050,504,0,100.00%,504,36.49%,100.00%,598,0,100.00%,598,Active,0,nokiaLTENordOst1
101320017M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,100.00%,0,0.702 Mbps,0.047 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.3161 GBytes,0.0197 GBytes,100.00%,0,0.31,0,0,1210,1210,2047,2045,0,2.10%,9,0,0,0,0,-0.10%,0.00%,0.14%,0.00%,0.29,0.02,1.16 E,54.9,3.4,25,25,0,0,0,1210,1210,3,0,2086,16,1034,16,1035,16,-0.10%,0,3600,3600,0,0.14%,3,2102,2045,-1,-2,0,100.10%,100.10%,100.00%,2047,995,-1,100.10%,996,16.43%,100.00%,1210,0,100.00%,1210,Active,0,nokiaLTENordOst1
101320017M2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,6,0,0,126,100.00%,100.00%,2.948 Mbps,0.206 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.2813 GBytes,0.0845 GBytes,100.00%,1,1.28,0,0,2665,2666,4115,4116,0,6.90%,19,0,0,0,0,0.04%,0.04%,0.05%,0.00%,1.19,0.08,0.13 E,66.3,32.6,126,126,0,0,0,2666,2665,2,0,4347,4,2370,4,2370,4,0.06%,0,3600,3600,0,0.05%,2,4351,4116,0,1,0,100.00%,99.98%,100.00%,4115,1742,1,99.94%,1741,41.10%,99.96%,2665,0,100.00%,2665,Active,0,nokiaLTENordOst1
101320017M3,0,0,0.00%,0,0,0,0,0,3,100.00%,0,0,0,0,0,231,21,0,0,231,100.00%,100.00%,6.725 Mbps,0.486 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.0267 GBytes,0.2040 GBytes,100.00%,3,3.02,0,0,5918,5918,8641,8641,0,26.20%,33,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2.82,0.2,0.88 E,69.2,8.5,231,231,0,0,0,5918,5918,0,0,9051,3,4874,6,4874,6,0.00%,0,3600,3600,0,0.00%,0,9054,8641,0,0,0,100.00%,100.00%,100.00%,8641,3761,0,100.00%,3761,20.58%,100.00%,5918,0,100.00%,5918,Active,0,nokiaLTENordOst1
