,4G_RRC_SETUP_FAILURES_OVERALL,4G_4G2G_CSFB_ATT,4G_4G2G_CSFB_SHARE,4G_4G2G_OUT_HO_ATT_SRVCC,4G_4G2G_OUT_HO_FAILURES_SRVCC,4G_4G2G_OUT_HO_SUCC_RATE_SRVCC,4G_4G2G_OUT_HO_SUCC_SRVCC,4G_4G2G_SRVCC_SHARE,4G_4G3G_CSFB_ATT,4G_4G3G_CSFB_SHARE,4G_4G3G_OUT_HO_ATT_SRVCC,4G_4G3G_OUT_HO_FAILURES_SRVCC,4G_4G3G_OUT_HO_SUCC_RATE_SRVCC,4G_4G3G_OUT_HO_SUCC_SRVCC,4G_4G3G_SRVCC_SHARE,4G_4G4G_OUT_HO_ATT_OVERALL,4G_4G4G_OUT_HO_ATT_VOICE,4G_4G4G_OUT_HO_FAILURES_OVERALL,4G_4G4G_OUT_HO_FAILURES_VOICE,4G_4G4G_OUT_HO_SUCC_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_VOICE,LTE_Avg_Cell_Throughput_DL_Mbps_LTE_1,LTE_Avg_Cell_Throughput_UL_Mbps_LTE_1,LTE_ERAB_Accessibility_Ratio_LTE_1,LTE_ERAB_Drop_per_GByte_LTE_1,LTE_ERAB_Drop_Ratio_LTE_1,LTE_Nbr_of_Cells_LTE_1,LTE_Traffic_Volume_DL_GBytes_LTE_1,LTE_Traffic_Volume_UL_GBytes_LTE_1,4G_Cell_Availability,4G_TRAFFIC_VOLUME_DL_OVERALL,4G_TRAFFIC_VOLUME_OVERALL,4G_TRAFFIC_VOLUME_UL_OVERALL,4G_HO_SRVCC_SUCCESSES,4G_BPCR_OVERALL_RRC_SUCC_MV_LN,4G_BPCR_OVERALL_RRC_ATT_MV_LN,4G_BPCR_OVERALL_eRAB_SUCC_MV_LN,4G_BPCR_OVERALL_eRAB_ATT_MV_LN,4G_Active_Users_Avg_BH_GL,4G_DL_PRB_Utilisation_GL,4G_AVERAGE_ACTIVE_USERS,4G_OUT_HO_ATT_SRVCC_OVERALL,4G_OUT_HO_SRVCC_FAILURES_OVERALL,4G_OUT_HO_SUCC_RATE_SRVCC_OVERALL,4G_OUT_HO_SUCC_SRVCC_OVERALL,4G_BPCR_DATA,4G_BPCR_VOICE,4G_DPCR_DATA,4G_DPCR_VOICE,4G_TRAFFIC_VOLUME_DL_DATA_NOK,4G_TRAFFIC_VOLUME_UL_DATA_NOK,4G_TRAFFIC_VOLUME_VOICE_NOK,4G_DL_MAX_THROUGHPUT_NOK,4G_UL_MAX_THROUGHPUT_NOK,4G_HO_ATTEMPTS,4G_HO_ATTEMPTS_NOK,4G_HO_FAILURES,4G_HO_SRVCC_ATTEMPTS,4G_HO_SRVCC_ATTEMPTS_NOK,4G_RRC_SETUP_ATTEMPTS_OVERALL,4G_RRC_SETUP_SUCCESSES_OVERALL,4G_ERAB_DROPS_DATA,4G_ERAB_DROPS_VOICE,4G_ERAB_SEIZURES_DATA,4G_ERAB_SEIZURES_VOICE,4G_ERAB_SETUP_ATTEMPTS_DATA,4G_ERAB_SETUP_ATTEMPTS_VOICE,4G_ERAB_SETUP_SUCCESSES_DATA,4G_ERAB_SETUP_SUCCESSES_VOICE,4G_BPCR_OVERALL_NOK,4G_BROADBAND_ACTIVE_USERS_Hour_new,4G_CELL_AVAILABLE_SECONDS,4G_CELL_PLANNED_AVAILABLE_SECONDS,4G_CELL_UNAVAILABLE_SECONDS,4G_DPCR_OVERALL,4G_ERAB_DROPS_OVERALL,4G_ERAB_SEIZURES_OVERALL,4G_ERAB_SETUP_ATTEMPTS_OVERALL,4G_ERAB_SETUP_FAILURES_DATA,4G_ERAB_SETUP_FAILURES_OVERALL,4G_ERAB_SETUP_FAILURES_VOICE,4G_ERAB_SETUP_SUCCESS_RATE_DATA,4G_ERAB_SETUP_SUCCESS_RATE_OVERALL,4G_ERAB_SETUP_SUCCESS_RATE_VOICE,4G_ERAB_SETUP_SUCCESSES_OVERALL,4G_IMS_SIG_ATTEMPTS,4G_IMS_SIG_FAILURES,4G_IMS_SIG_SUCCESS_RATE,4G_IMS_SIG_SUCCESSES,4G_MIMO_SPATIAL_MUX_SHARE,4G_RRC_SETUP_SUCCESS_RATE_OVERALL,4G_S1_SETUP_ATTEMPTS_OVERALL,4G_S1_SETUP_FAILURES_OVERALL,4G_S1_SETUP_SUCC_RATE_OVERALL,4G_S1_SETUP_SUCCESSES_OVERALL,NE_STATE,eCell.OMC_Name,OMC_NAME
101320044L3,1,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,33,6,0,0,33,100.00%,100.00%,3.278 Mbps,0.135 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.4753 GBytes,0.0565 GBytes,100.00%,1,1.43,0,0,1758,1759,2298,2298,0,23.10%,14,0,0,0,0,0.06%,0.06%,0.00%,0.00%,1.37,0.06,1.97 E,34.7,15.1,33,33,0,0,0,1759,1758,0,0,2425,5,1218,2,1218,2,0.06%,0,3600,3600,0,0.00%,0,2430,2298,0,0,0,100.00%,100.00%,100.00%,2298,1078,0,100.00%,1078,39.90%,99.94%,1758,0,100.00%,1758,Active,0,nokiaLTENordOst1
101320044M1,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,139,3,0,0,139,100.00%,100.00%,9.417 Mbps,0.309 Mbps,0,0.00 Drop/Gbyte,0.00%,1,4.2382 GBytes,0.1297 GBytes,100.00%,4,4.08,0,0,3232,3232,4752,4752,0,19.10%,22,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3.95,0.13,0.88 E,103.5,3.5,139,139,0,0,0,3232,3232,0,0,4886,6,2839,6,2839,6,0.00%,0,3600,3600,0,0.00%,0,4892,4752,0,0,0,100.00%,100.00%,100.00%,4752,1907,0,100.00%,1907,53.73%,100.00%,3232,0,100.00%,3232,Active,0,nokiaLTENordOst1
101320044M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3,0,0,106,100.00%,100.00%,2.247 Mbps,0.238 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.9690 GBytes,0.0965 GBytes,100.00%,1,1,0,0,2265,2265,3441,3441,0,9.30%,14,0,0,0,0,0.09%,0.09%,0.00%,0.00%,0.9,0.1,0.03 E,72.2,34.3,106,106,0,0,0,2265,2265,0,0,3618,4,1920,4,1920,4,0.09%,0,3600,3600,0,0.00%,0,3622,3441,0,0,0,100.00%,100.00%,100.00%,3441,1517,0,100.00%,1517,30.39%,100.00%,2265,2,99.91%,2263,Active,0,nokiaLTENordOst1
101320044M3,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,79,2,0,0,79,100.00%,100.00%,4.373 Mbps,0.102 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.8822 GBytes,0.0420 GBytes,100.00%,2,1.79,0,0,1852,1852,2270,2272,0,14.10%,12,0,0,0,0,0.08%,0.00%,0.00%,0.00%,1.75,0.04,0.04 E,61,2.3,79,79,0,0,0,1852,1852,0,0,2348,1,1259,2,1258,2,0.09%,0,3600,3600,0,0.00%,0,2349,2272,1,2,0,99.92%,99.91%,100.00%,2270,1011,1,99.90%,1010,31.17%,100.00%,1852,0,100.00%,1852,Active,0,nokiaLTENordOst1
101320045L1,6,2,50.00%,0,0,0,0,0,2,50.00%,0,0,0,0,0,64,3,1,0,63,98.44%,100.00%,6.353 Mbps,0.306 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.8586 GBytes,0.1286 GBytes,100.00%,3,2.79,0,0,2460,2466,3926,3926,0,34.80%,19,0,0,0,0,0.24%,0.24%,0.19%,0.00%,2.66,0.13,0.18 E,52.3,6,64,64,1,0,0,2466,2460,8,0,4107,2,2248,1,2248,1,0.24%,0,3600,3600,0,0.19%,8,4109,3926,0,0,0,100.00%,100.00%,100.00%,3926,1677,0,100.00%,1677,43.55%,99.76%,2460,0,100.00%,2460,Active,0,nokiaLTENordOst1
101320045L2,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,185,9,1,0,184,99.46%,100.00%,6.258 Mbps,0.489 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.8168 GBytes,0.2049 GBytes,100.00%,3,2.83,0,0,886,886,1424,1425,0,27.70%,11,0,0,0,0,0.12%,0.00%,0.28%,0.00%,2.62,0.2,0.23 E,67.2,5.8,185,185,1,0,0,886,886,5,0,1817,4,812,1,811,1,0.07%,0,3600,3600,0,0.27%,5,1821,1425,1,1,0,99.88%,99.93%,100.00%,1424,612,0,100.00%,612,40.14%,100.00%,886,0,100.00%,886,Active,0,nokiaLTENordOst1
101320045L3,5,0,0,0,0,0,0,0.00%,0,0,1,0,100.00%,1,100.00%,173,9,2,0,171,98.84%,100.00%,7.296 Mbps,0.284 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.2837 GBytes,0.1191 GBytes,100.00%,3,3.18,0,1,2571,2561,4089,4089,0,38.30%,24,1,0,100.00%,1,0.19%,0,0.07%,0.00%,3.06,0.12,1.36 E,49,4.9,173,173,2,1,1,2576,2571,3,0,4565,8,2310,0,2310,0,0.19%,0,3600,3600,0,0.07%,3,4573,4089,0,0,0,100.00%,100.00%,0,4089,1779,0,100.00%,1779,33.82%,99.81%,2571,0,100.00%,2571,Active,0,nokiaLTENordOst1
101320045M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,69,100.00%,0,6.782 Mbps,3.292 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.0524 GBytes,1.3800 GBytes,100.00%,3,4.22,1,0,2015,2015,2937,2937,0,27.00%,13,0,0,0,0,0.00%,0.00%,0.03%,0.00%,2.84,1.38,0.02 E,95.4,16.5,69,69,0,0,0,2015,2015,1,0,3063,1,1868,1,1868,1,0.00%,0,3600,3600,0,0.03%,1,3064,2937,0,0,0,100.00%,100.00%,100.00%,2937,1068,0,100.00%,1068,44.07%,100.00%,2015,0,100.00%,2015,Active,0,nokiaLTENordOst1
101320045M2,0,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,294,3,0,0,294,100.00%,100.00%,4.534 Mbps,0.211 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.0186 GBytes,0.0877 GBytes,100.00%,2,1.97,0,0,1729,1729,2899,2899,0,23.40%,17,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.88,0.09,0.27 E,69.6,2.4,294,294,0,0,0,1729,1729,0,0,3314,5,1650,8,1650,8,0.00%,0,3600,3600,0,0.00%,0,3319,2899,0,0,0,100.00%,100.00%,100.00%,2899,1241,0,100.00%,1241,65.99%,100.00%,1729,0,100.00%,1729,Active,0,nokiaLTENordOst1
101320045M3,-1,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,225,7,0,0,225,100.00%,100.00%,11.750 Mbps,3.726 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.2882 GBytes,1.5620 GBytes,100.00%,5,6.49,2,0,6030,6029,9843,9843,0,37.10%,45,0,0,0,0,-0.02%,-0.02%,0.00%,0.00%,4.93,1.56,0.25 E,96.7,29.7,225,225,0,0,0,6029,6030,0,0,10213,5,5609,5,5609,5,-0.02%,0,3600,3600,0,0.00%,0,10218,9843,0,0,0,100.00%,100.00%,100.00%,9843,4229,0,100.00%,4229,47.56%,100.02%,6030,0,100.00%,6030,Active,0,nokiaLTENordOst1
101320046H1,1,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,148,4,1,0,147,99.32%,100.00%,2.383 Mbps,0.143 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.0653 GBytes,0.0597 GBytes,100.00%,1,1.05,0,0,5701,5702,8372,8372,0,12.40%,32,0,0,0,0,0.02%,0.02%,0.00%,0.00%,0.99,0.06,0.10 E,73.4,14.6,148,148,1,0,0,5702,5701,0,0,8464,6,4971,9,4971,9,0.02%,0,3600,3600,0,0.00%,0,8470,8372,0,0,0,100.00%,100.00%,100.00%,8372,3392,0,100.00%,3392,33.46%,99.98%,5701,0,100.00%,5701,Active,0,nokiaLTENordOst1
101320046H2,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,194,6,0,0,194,100.00%,100.00%,12.129 Mbps,1.338 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.4589 GBytes,0.5611 GBytes,100.00%,5,5.65,1,0,7614,7614,11804,11804,0,16.30%,49,0,0,0,0,0.00%,0.00%,0.02%,0.00%,5.08,0.56,1.23 E,141.1,38.6,194,194,0,0,0,7614,7614,2,0,11986,14,6817,11,6817,11,0.00%,0,3600,3600,0,0.02%,2,12000,11804,0,0,0,100.00%,100.00%,100.00%,11804,4976,0,100.00%,4976,62.74%,100.00%,7614,0,100.00%,7614,Active,0,nokiaLTENordOst1
101320046H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,19,0,0,421,100.00%,100.00%,5.126 Mbps,1.267 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.3071 GBytes,0.5312 GBytes,100.00%,2,2.68,1,0,4612,4612,7459,7457,0,11.00%,41,0,0,0,0,-0.02%,0.00%,0.02%,0.00%,2.15,0.53,0.73 E,62.4,31.8,421,421,0,0,0,4612,4612,2,0,8885,10,4087,12,4088,12,-0.03%,0,3600,3600,0,0.02%,2,8895,7457,-1,-2,0,100.02%,100.03%,100.00%,7459,3358,-1,100.03%,3359,37.30%,100.00%,4612,0,100.00%,4612,Active,0,nokiaLTENordOst1
101320046M1,0,0,0.00%,0,0,0,0,0.00%,1,100.00%,1,0,100.00%,1,100.00%,221,30,1,0,220,99.55%,100.00%,11.102 Mbps,0.693 Mbps,0,0.00 Drop/Gbyte,0.00%,1,4.9965 GBytes,0.2909 GBytes,100.00%,5,4.94,0,1,4786,4786,5826,5826,0,18.20%,33,1,0,100.00%,1,0.00%,0.00%,0.06%,0.00%,4.65,0.29,3.04 E,146.2,8.8,221,221,1,1,1,4786,4786,4,0,6281,17,3406,18,3406,18,0.00%,0,3600,3600,0,0.06%,4,6298,5826,0,0,0,100.00%,100.00%,100.00%,5826,2402,0,100.00%,2402,39.25%,100.00%,4786,0,100.00%,4786,Active,0,nokiaLTENordOst1
101320046M2,0,0,0,0,0,0,0,0.00%,0,0,1,0,100.00%,1,100.00%,55,0,0,0,55,100.00%,0,4.035 Mbps,0.200 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.6648 GBytes,0.0780 GBytes,100.00%,2,1.63,0,1,1925,1925,3189,3189,0,14.30%,14,1,0,100.00%,1,0.00%,0.00%,0.00%,0.00%,1.55,0.08,1.39 E,115.1,23.7,55,55,0,1,1,1925,1925,0,0,3414,6,1739,1,1739,1,0.00%,0,3600,3600,0,0.00%,0,3420,3189,0,0,0,100.00%,100.00%,100.00%,3189,1449,0,100.00%,1449,35.24%,100.00%,1925,0,100.00%,1925,Active,0,nokiaLTENordOst1
101320046M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,100.00%,0,1.898 Mbps,0.032 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.3601 GBytes,0.0062 GBytes,100.00%,0,0.34,0,0,451,451,733,733,0,6.00%,3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.34,0.01,0.03 E,56.1,0.9,29,29,0,0,0,451,451,0,0,816,1,424,1,424,1,0.00%,0,3600,3600,0,0.00%,0,817,733,0,0,0,100.00%,100.00%,100.00%,733,308,0,100.00%,308,36.43%,100.00%,451,0,100.00%,451,Active,0,nokiaLTENordOst1
101320047L1,1,0,0.00%,0,0,0,0,0.00%,3,100.00%,1,0,100.00%,1,100.00%,215,2,0,0,215,100.00%,100.00%,9.706 Mbps,1.206 Mbps,0,0.00 Drop/Gbyte,0.00%,1,4.3682 GBytes,0.5058 GBytes,100.00%,4,4.57,1,1,2957,2958,3832,3833,0,92.00%,39,1,0,100.00%,1,0.08%,0.03%,0.07%,0.00%,4.07,0.51,0.11 E,15.7,9.2,215,215,0,1,1,2958,2957,3,0,4214,2,2307,2,2306,2,0.06%,0,3600,3600,0,0.07%,3,4216,3833,1,1,0,99.96%,99.97%,100.00%,3832,1524,0,100.00%,1524,8.85%,99.97%,2957,0,100.00%,2957,Active,0,nokiaLTENordOst1
101320047L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,19,100.00%,100.00%,0.294 Mbps,0.021 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0144 GBytes,0.0012 GBytes,100.00%,0,0.01,0,0,270,270,423,423,0,1.60%,1,0,0,0,0,0.00%,0,0.00%,0.00%,0.01,0,0.02 E,10.6,0.5,19,19,0,0,0,270,270,0,0,474,1,233,0,233,0,0.00%,0,3600,3600,0,0.00%,0,475,423,0,0,0,100.00%,100.00%,0,423,190,0,100.00%,190,9.26%,100.00%,270,0,100.00%,270,Active,0,nokiaLTENordOst1
101320047L3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,17,1,0,132,99.25%,100.00%,2.958 Mbps,0.132 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.3302 GBytes,0.0553 GBytes,100.00%,1,1.29,0,0,1578,1580,1995,1995,0,34.90%,11,0,0,0,0,0.13%,0,0.00%,0.00%,1.24,0.06,0.95 E,17.5,10.1,133,133,1,0,0,1580,1578,0,0,2299,2,1127,0,1127,0,0.13%,0,3600,3600,0,0.00%,0,2301,1995,0,0,0,100.00%,100.00%,0,1995,868,0,100.00%,868,8.90%,99.87%,1578,0,100.00%,1578,Active,0,nokiaLTENordOst1
101320049L1,6,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,107,2,2,0,105,98.13%,100.00%,1.113 Mbps,0.072 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2388 GBytes,0.0156 GBytes,100.00%,0,0.24,0,0,227,233,373,374,0,6.40%,3,0,0,0,0,2.58%,2.58%,0.64%,0,0.22,0.02,0.01 E,37.7,6.2,107,107,2,0,0,233,227,4,0,624,0,207,1,207,1,2.84%,0,3600,3600,0,0.64%,4,624,374,0,1,0,100.00%,99.73%,100.00%,373,166,1,99.40%,165,47.18%,97.42%,227,0,100.00%,227,Active,0,nokiaLTENordOst1
101320049L2,0,0,0,0,0,0,0,0.00%,0,0,1,0,100.00%,1,100.00%,187,12,2,0,185,98.93%,100.00%,1.586 Mbps,0.099 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.5831 GBytes,0.0344 GBytes,100.00%,1,0.58,0,1,971,971,1076,1079,0,17.80%,6,1,0,100.00%,1,0.15%,0.00%,0.00%,0.00%,0.54,0.03,0.07 E,35,5,187,187,2,1,1,971,971,0,0,1448,1,675,1,674,1,0.28%,0,3600,3600,0,0.00%,0,1449,1079,1,3,0,99.85%,99.72%,100.00%,1076,403,2,99.50%,401,13.68%,100.00%,971,0,100.00%,971,Active,0,nokiaLTENordOst1
101320049L3,1,0,0.00%,0,0,0,0,0.00%,2,100.00%,2,0,100.00%,2,100.00%,206,10,3,0,203,98.54%,100.00%,3.686 Mbps,0.214 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.6590 GBytes,0.0898 GBytes,100.00%,2,1.63,0,2,1953,1954,3105,3105,0,22.40%,20,2,0,100.00%,2,0.05%,0.05%,0.03%,0.00%,1.55,0.09,0.72 E,62.8,14.9,206,206,3,2,2,1954,1953,1,0,3467,4,1725,2,1725,2,0.05%,0,3600,3600,0,0.03%,1,3471,3105,0,0,0,100.00%,100.00%,100.00%,3105,1378,0,100.00%,1378,15.90%,99.95%,1953,0,100.00%,1953,Active,0,nokiaLTENordOst1
101320049M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,10,0,0,161,100.00%,100.00%,6.817 Mbps,0.271 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.0492 GBytes,0.1130 GBytes,100.00%,3,2.95,0,0,907,907,1325,1325,0,14.60%,8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2.84,0.11,0.03 E,46.9,2.8,161,161,0,0,0,907,907,0,0,1569,1,814,3,814,3,0.00%,0,3600,3600,0,0.00%,0,1570,1325,0,0,0,100.00%,100.00%,100.00%,1325,508,0,100.00%,508,49.43%,100.00%,907,0,100.00%,907,Active,0,nokiaLTENordOst1
101320049M2,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,157,1,0,0,157,100.00%,100.00%,4.442 Mbps,0.133 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.9954 GBytes,0.0559 GBytes,100.00%,2,1.91,0,0,926,926,1247,1247,0,11.60%,13,0,0,0,0,0.00%,0,0.00%,0,1.86,0.06,0.32 E,54.6,24.5,157,157,0,0,0,926,926,0,0,1528,0,820,0,820,0,0.00%,0,3600,3600,0,0.00%,0,1528,1247,0,0,0,100.00%,100.00%,0,1247,427,0,100.00%,427,33.24%,100.00%,926,0,100.00%,926,Active,0,nokiaLTENordOst1
101320049M3,-1,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,65,1,0,0,65,100.00%,100.00%,1.357 Mbps,0.156 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.6098 GBytes,0.0655 GBytes,100.00%,1,0.63,0,0,1023,1022,1494,1494,0,10.70%,11,0,0,0,0,-0.10%,-0.10%,0.00%,0.00%,0.57,0.07,1.49 E,40.5,5.7,65,65,0,0,0,1022,1023,0,0,1577,3,905,3,905,3,-0.10%,0,3600,3600,0,0.00%,0,1580,1494,0,0,0,100.00%,100.00%,100.00%,1494,586,0,100.00%,586,36.11%,100.10%,1023,0,100.00%,1023,Active,0,nokiaLTENordOst1
101320050H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,62,100.00%,0,0.243 Mbps,0.056 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.1096 GBytes,0.0235 GBytes,100.00%,0,0.13,0,0,725,725,1002,1002,0,1.40%,5,0,0,0,0,0.00%,0,0.00%,0,0.1,0.02,0.00 E,26.3,2.9,62,62,0,0,0,725,725,0,0,1042,0,695,0,695,0,0.00%,0,3600,3600,0,0.00%,0,1042,1002,0,0,0,100.00%,100.00%,0,1002,307,0,100.00%,307,19.33%,100.00%,725,0,100.00%,725,Active,0,nokiaLTENordOst1
101320050H2,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,46,0,0,0,46,100.00%,0,0.442 Mbps,0.429 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0831 GBytes,0.0710 GBytes,100.00%,0,0.15,0,0,165,165,286,286,0,1.00%,2,0,0,0,0,0.00%,0,0.00%,0,0.08,0.07,0.00 E,5.3,2,46,46,0,0,0,165,165,0,0,498,0,158,0,158,0,0.00%,0,3600,3600,0,0.00%,0,498,286,0,0,0,100.00%,100.00%,0,286,128,0,100.00%,128,33.02%,100.00%,165,0,100.00%,165,Active,0,nokiaLTENordOst1
101320050H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,100.00%,0,0.415 Mbps,0.053 Mbps,0,0.00 Drop/Gbyte,0,1,0.0010 GBytes,0.0001 GBytes,100.00%,0,0,0,0,7,7,11,11,0,0.60%,0,0,0,0,0,0.00%,0,0.00%,0,0,0,0.00 E,3.4,0.6,8,8,0,0,0,7,7,0,0,24,0,7,0,7,0,0.00%,0,3600,3600,0,0.00%,0,24,11,0,0,0,100.00%,100.00%,0,11,4,0,100.00%,4,74.22%,100.00%,7,0,100.00%,7,Active,0,nokiaLTENordOst1
101320050M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0,85,100.00%,100.00%,0.923 Mbps,1.573 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.1643 GBytes,0.3732 GBytes,100.00%,0,0.53,0,0,573,573,730,730,0,1.70%,3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.15,0.37,0.13 E,25,20.6,85,85,0,0,0,573,573,0,0,895,2,453,1,453,1,0.00%,0,3600,3600,0,0.00%,0,897,730,0,0,0,100.00%,100.00%,100.00%,730,276,0,100.00%,276,20.10%,100.00%,573,0,100.00%,573,Active,0,nokiaLTENordOst1
101320050M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,100.00%,0,1.311 Mbps,0.027 Mbps,0,0.00 Drop/Gbyte,0,1,0.0050 GBytes,0.0001 GBytes,100.00%,0,0,0,0,0,0,0,0,0,0.90%,0,0,0,0,0,0,0,0.00%,0,0,0,0.00 E,17.7,0.2,5,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3600,3600,0,0.00%,0,16,0,0,0,0,0,0,0,0,0,0,0,0,66.06%,0,0,0,0,0,Active,0,nokiaLTENordOst1
101320050M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,100.00%,0,1.153 Mbps,0.010 Mbps,0,0.00 Drop/Gbyte,0,1,0.0070 GBytes,0.0001 GBytes,100.00%,0,0.01,0,0,168,168,168,168,0,0.80%,1,0,0,0,0,0.00%,0,0.00%,0,0.01,0,0.00 E,14.6,0.1,8,8,0,0,0,168,168,0,0,177,0,166,0,166,0,0.00%,0,3600,3600,0,0.00%,0,177,168,0,0,0,100.00%,100.00%,0,168,2,0,100.00%,2,36.51%,100.00%,168,0,100.00%,168,Active,0,nokiaLTENordOst1
101320051M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,7,0,0,166,100.00%,100.00%,2.958 Mbps,0.165 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.1950 GBytes,0.0624 GBytes,100.00%,1,1.18,0,0,1147,1147,1783,1783,0,7.30%,10,0,0,0,0,0.00%,0.00%,0.05%,0.00%,1.11,0.06,0.06 E,63.4,22.3,166,166,0,0,0,1147,1147,1,0,2122,6,1051,4,1051,4,0.00%,0,3600,3600,0,0.05%,1,2128,1783,0,0,0,100.00%,100.00%,100.00%,1783,728,0,100.00%,728,40.35%,100.00%,1147,0,100.00%,1147,Active,0,nokiaLTENordOst1
101320051M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,48,100.00%,100.00%,14.669 Mbps,0.302 Mbps,0,0.00 Drop/Gbyte,0.00%,1,6.5552 GBytes,0.1261 GBytes,100.00%,6,6.23,0,0,1412,1412,2280,2280,0,31.40%,10,0,0,0,0,0.00%,0.00%,0.00%,0.00%,6.1,0.13,0.02 E,88,32,48,48,0,0,0,1412,1412,0,0,2373,5,1233,5,1233,5,0.00%,0,3600,3600,0,0.00%,0,2378,2280,0,0,0,100.00%,100.00%,100.00%,2280,1042,0,100.00%,1042,25.66%,100.00%,1412,0,100.00%,1412,Active,0,nokiaLTENordOst1
101320051M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,57,100.00%,0,2.516 Mbps,0.304 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.7997 GBytes,0.0929 GBytes,100.00%,1,0.84,0,0,961,961,1637,1637,0,4.90%,6,0,0,0,0,0.00%,0,0.00%,0.00%,0.74,0.09,0.01 E,44.8,33.8,57,57,0,0,0,961,961,0,0,1748,1,889,0,889,0,0.00%,0,3600,3600,0,0.00%,0,1749,1637,0,0,0,100.00%,100.00%,0,1637,748,0,100.00%,748,29.64%,100.00%,961,0,100.00%,961,Active,0,nokiaLTENordOst1
